X,Y,Z_PID_Input,Setpoint_PID,Servo_PID_Output,Temp_degC,Sys_cal,G_cal,A_cal,M_cal
101.188,-3.500,44.250,90.0000,48.037,34,3,3,1,2
101.063,-3.625,44.000,90.0000,48.300,34,3,3,1,2
101.000,-3.625,43.687,90.0000,48.628,34,3,3,1,2
101.188,-3.500,43.375,90.0000,48.956,34,3,3,1,2
101.188,-3.500,43.062,90.0000,49.284,34,3,3,1,2
101.125,-3.375,42.687,90.0000,49.678,34,3,3,1,2
101.188,-3.312,42.312,90.0000,50.072,34,3,3,1,2
101.313,-3.187,42.250,90.0000,50.137,34,3,3,1,2
101.438,-3.125,42.250,90.0000,50.137,34,3,3,1,2
101.563,-3.000,42.062,90.0000,50.334,34,3,3,1,2
101.688,-2.875,42.062,90.0000,50.334,34,3,3,1,2
101.688,-2.812,41.937,90.0000,50.466,34,3,3,1,2
101.438,-2.812,41.187,90.0000,51.253,34,3,3,1,2
100.938,-3.125,40.000,90.0000,52.500,34,3,3,1,2
100.563,-3.312,38.312,90.0000,54.272,34,3,3,1,2
99.625,-4.063,36.437,90.0000,56.241,34,3,3,1,2
99.625,-4.063,36.375,90.0000,56.306,34,3,3,1,2
99.625,-4.000,36.250,90.0000,56.437,34,3,3,1,2
99.375,-3.937,35.562,90.0000,57.159,34,3,3,1,2
97.750,-4.188,31.375,90.0000,61.556,34,3,3,1,2
96.063,-5.563,25.562,90.0000,67.659,34,3,3,1,2
95.438,-6.688,22.312,90.0000,71.072,34,3,3,1,2
94.500,-6.500,18.562,90.0000,75.009,34,3,3,1,2
94.000,-6.875,11.625,90.0000,82.294,34,3,3,1,2
94.000,-7.000,5.875,90.0000,88.331,34,3,3,1,2
93.688,-6.438,1.750,90.0000,92.663,34,3,3,1,2
93.125,-5.438,-1.937,90.0000,96.534,34,3,3,1,2
92.625,-4.500,-5.188,90.0000,99.947,34,3,3,1,2
92.000,-4.625,-6.313,90.0000,101.128,34,3,3,1,2
91.625,-4.625,-6.563,90.0000,101.391,34,3,3,1,2
91.375,-4.563,-7.063,90.0000,101.916,34,3,3,1,2
91.500,-4.438,-6.375,90.0000,101.194,34,3,3,1,2
91.938,-4.313,-5.750,90.0000,100.538,34,3,3,1,2
92.000,-4.250,-6.250,90.0000,101.062,34,3,3,1,2
91.750,-4.188,-6.750,90.0000,101.587,34,3,3,1,2
91.750,-4.188,-6.563,90.0000,101.391,34,3,3,1,2
92.000,-3.937,-6.688,90.0000,101.522,34,3,3,1,2
93.000,-4.813,-8.937,90.0000,103.884,34,3,3,3,2
92.750,-4.688,-11.500,90.0000,106.575,34,3,3,3,2
93.188,-4.000,-14.625,90.0000,109.856,34,3,3,3,2
91.563,-1.812,-19.500,90.0000,114.975,34,3,3,3,2
93.125,-1.375,-26.000,90.0000,121.800,34,3,3,3,2
95.438,-3.062,-31.125,90.0000,127.181,34,3,3,3,2
96.438,-3.625,-32.562,90.0000,128.691,34,3,3,3,2
95.625,-3.750,-33.062,90.0000,129.216,34,3,3,3,2
95.375,-3.750,-33.187,90.0000,129.347,34,3,3,3,2
95.625,-2.937,-33.750,90.0000,129.938,34,3,3,3,2
96.375,-3.437,-38.500,90.0000,134.925,34,3,3,3,2
99.125,-3.875,-43.562,90.0000,140.241,34,3,3,3,2
97.938,-3.812,-45.187,90.0000,141.947,34,3,3,3,2
96.375,-4.250,-44.937,90.0000,141.684,34,3,3,3,2
93.875,-4.625,-43.937,90.0000,140.634,34,3,3,3,2
91.938,-5.125,-42.187,90.0000,138.797,34,3,3,3,2
91.188,-4.938,-41.500,90.0000,138.075,34,3,3,3,2
91.125,-5.438,-41.375,90.0000,137.944,34,3,3,3,2
90.500,-5.563,-40.562,90.0000,137.091,34,3,3,3,2
89.313,-5.188,-40.625,90.0000,137.156,34,3,3,3,2
88.688,-4.938,-40.875,90.0000,137.419,34,3,3,3,2
87.938,-5.125,-40.562,90.0000,137.091,34,3,3,3,2
87.313,-4.688,-38.875,90.0000,135.319,34,3,3,3,2
87.813,-5.813,-38.000,90.0000,134.400,34,3,3,3,2
88.000,-6.250,-38.437,90.0000,134.859,34,3,3,3,2
89.938,-8.937,-39.000,90.0000,135.450,34,3,3,3,2
91.875,-8.812,-40.937,90.0000,137.484,34,3,3,3,2
91.688,-8.250,-41.500,90.0000,138.075,34,3,3,3,2
90.563,-9.937,-41.437,90.0000,138.009,34,3,3,3,2
92.563,-11.000,-43.625,90.0000,140.306,34,3,3,3,2
93.063,-13.250,-41.875,90.0000,138.469,34,3,3,3,2
91.563,-12.812,-42.750,90.0000,139.388,34,3,3,3,2
91.750,-12.687,-41.875,90.0000,138.469,34,3,3,3,2
91.563,-13.375,-41.187,90.0000,137.747,34,3,3,3,2
90.188,-14.937,-39.500,90.0000,135.975,34,3,3,3,2
88.625,-16.437,-36.625,90.0000,132.956,34,3,3,3,2
90.563,-15.375,-35.937,90.0000,132.234,34,3,3,3,2
91.375,-13.062,-35.000,90.0000,131.250,34,3,3,3,2
90.313,-12.250,-33.000,90.0000,129.150,34,3,3,3,2
89.000,-11.687,-30.312,90.0000,126.328,34,3,3,3,2
89.000,-10.750,-28.000,90.0000,123.900,34,3,3,3,2
88.313,-9.437,-26.312,90.0000,122.128,34,3,3,3,2
88.813,-8.687,-23.250,90.0000,118.912,34,3,3,3,2
90.313,-8.000,-16.687,90.0000,112.022,34,3,3,3,2
92.500,-7.375,-8.937,90.0000,103.884,34,3,3,3,2
93.813,-5.063,-0.688,90.0000,95.222,34,3,3,3,2
93.313,-4.250,4.563,90.0000,89.709,34,3,3,3,2
92.188,-4.063,5.063,90.0000,89.184,34,3,3,3,2
91.938,-4.438,3.500,90.0000,90.825,34,3,3,3,2
92.250,-4.313,2.625,90.0000,91.744,34,3,3,3,2
92.250,-4.188,1.875,90.0000,92.531,34,3,3,3,2
91.875,-4.313,0.813,90.0000,93.647,34,3,3,3,2
91.938,-4.313,0.312,90.0000,94.172,34,3,3,3,2
92.188,-4.188,0.000,90.0000,94.500,34,3,3,3,2
92.375,-4.250,-0.250,90.0000,94.763,34,3,3,3,2
92.688,-3.875,-0.375,90.0000,94.894,34,3,3,3,2
92.750,-3.625,-0.500,90.0000,95.025,34,3,3,3,2
92.563,-3.687,-1.187,90.0000,95.747,34,3,3,3,2
92.375,-3.875,-1.812,90.0000,96.403,34,3,3,3,2
92.250,-4.125,-2.312,90.0000,96.928,34,3,3,3,2
92.250,-4.375,-2.375,90.0000,96.994,34,3,3,3,2
92.625,-4.063,-2.125,90.0000,96.731,34,3,3,3,2
92.750,-4.125,-2.125,90.0000,96.731,34,3,3,3,2
92.813,-4.188,-2.375,90.0000,96.994,34,3,3,3,2
93.000,-4.125,-2.375,90.0000,96.994,34,3,3,3,2
93.000,-4.125,-2.500,90.0000,97.125,34,3,3,3,2
93.125,-4.188,-2.375,90.0000,96.994,34,3,3,3,2
93.188,-4.063,-2.187,90.0000,96.797,34,3,3,3,2
93.000,-4.063,-2.187,90.0000,96.797,34,3,3,3,2
93.000,-4.063,-2.125,90.0000,96.731,34,3,3,3,2
92.938,-4.125,-2.000,90.0000,96.600,34,3,3,3,2
92.938,-4.063,-1.937,90.0000,96.534,34,3,3,3,2
92.938,-4.063,-2.000,90.0000,96.600,34,3,3,3,2
93.000,-3.937,-2.000,90.0000,96.600,34,3,3,3,2
93.000,-3.875,-2.000,90.0000,96.600,34,3,3,3,2
92.875,-4.000,-2.250,90.0000,96.862,34,3,3,3,2
93.063,-3.875,-1.937,90.0000,96.534,34,3,3,3,2
93.188,-3.812,-1.562,90.0000,96.141,34,3,3,3,2
93.500,-3.562,0.000,90.0000,94.500,34,3,3,3,2
93.625,-3.312,2.562,90.0000,91.809,34,3,3,3,2
94.000,-3.000,9.500,90.0000,84.525,34,3,3,3,2
94.688,-2.437,20.375,90.0000,73.106,34,3,3,3,2
95.500,-3.750,28.875,90.0000,64.181,34,3,3,3,2
95.375,-5.313,34.687,90.0000,58.078,34,3,3,3,2
95.625,-5.250,37.375,90.0000,55.256,34,3,3,3,2
95.188,-5.500,37.937,90.0000,54.666,34,3,3,3,2
95.125,-5.500,38.562,90.0000,54.009,34,3,3,3,2
95.688,-4.938,38.437,90.0000,54.141,34,3,3,3,2
95.875,-4.688,38.375,90.0000,54.206,34,3,3,3,2
96.063,-4.625,38.187,90.0000,54.403,34,3,3,3,2
95.938,-4.438,38.312,90.0000,54.272,34,3,3,3,2
95.750,-4.688,38.625,90.0000,53.944,34,3,3,3,2
95.688,-4.625,38.250,90.0000,54.337,34,3,3,3,2
95.875,-4.563,37.812,90.0000,54.797,34,3,3,3,2
95.875,-4.625,37.937,90.0000,54.666,34,3,3,3,2
95.750,-4.750,38.062,90.0000,54.534,34,3,3,3,2
95.563,-4.813,38.437,90.0000,54.141,34,3,3,3,2
95.625,-4.750,38.750,90.0000,53.812,34,3,3,3,2
95.750,-4.688,39.187,90.0000,53.353,34,3,3,3,2
95.688,-4.438,39.625,90.0000,52.894,34,3,3,3,2
95.625,-4.313,40.250,90.0000,52.237,34,3,3,3,2
95.625,-4.188,40.437,90.0000,52.041,34,3,3,3,2
95.813,-4.188,40.500,90.0000,51.975,34,3,3,3,2
95.938,-4.125,40.500,90.0000,51.975,34,3,3,3,2
96.063,-4.063,40.500,90.0000,51.975,34,3,3,3,2
96.125,-4.000,40.500,90.0000,51.975,34,3,3,3,2
96.125,-4.000,40.562,90.0000,51.909,34,3,3,3,2
96.188,-3.937,40.500,90.0000,51.975,34,3,3,3,2
96.375,-3.875,40.125,90.0000,52.369,34,3,3,3,2
96.250,-4.063,38.750,90.0000,53.812,34,3,3,3,2
95.438,-4.438,35.250,90.0000,57.487,34,3,3,3,2
94.313,-4.813,30.437,90.0000,62.541,34,3,3,3,2
93.500,-4.750,24.062,90.0000,69.234,34,3,3,3,2
92.813,-4.688,19.062,90.0000,74.484,34,3,3,3,2
92.375,-3.750,12.250,90.0000,81.638,34,3,3,3,2
92.188,-2.750,9.125,90.0000,84.919,34,3,3,3,2
91.500,-2.000,4.938,90.0000,89.316,34,3,3,3,2
91.188,-0.938,-1.375,90.0000,95.944,34,3,3,3,2
90.000,-0.563,-3.937,90.0000,98.634,34,3,3,3,2
90.313,-0.438,-1.875,90.0000,96.469,34,3,3,3,2
90.563,-0.625,-1.187,90.0000,95.747,34,3,3,3,2
90.375,-0.938,-1.687,90.0000,96.272,34,3,3,3,2
90.438,-1.125,-1.625,90.0000,96.206,34,3,3,3,2
90.438,-1.250,-1.812,90.0000,96.403,34,3,3,3,2
90.438,-1.375,-1.875,90.0000,96.469,34,3,3,3,2
90.438,-1.437,-1.812,90.0000,96.403,34,3,3,3,2
90.500,-1.625,-1.875,90.0000,96.469,34,3,3,3,2
90.438,-1.562,-1.500,90.0000,96.075,34,3,3,3,2
90.500,-1.625,-1.187,90.0000,95.747,34,3,3,3,2
90.563,-1.625,-1.187,90.0000,95.747,34,3,3,3,2
90.813,-1.625,-1.750,90.0000,96.337,34,3,3,3,2
90.750,-1.625,-5.000,90.0000,99.750,34,3,3,3,2
90.813,-1.312,-9.812,90.0000,104.803,34,3,3,3,2
90.563,-0.375,-16.687,90.0000,112.022,34,3,3,3,2
90.250,0.187,-24.000,90.0000,119.700,34,3,3,3,2
90.063,0.125,-29.437,90.0000,125.409,34,3,3,3,2
89.875,0.000,-33.437,90.0000,129.609,34,3,3,3,2
89.625,0.375,-36.125,90.0000,132.431,34,3,3,3,2
89.563,0.563,-38.625,90.0000,135.056,34,3,3,3,2
89.500,0.563,-39.250,90.0000,135.712,34,3,3,3,2
89.250,0.688,-39.375,90.0000,135.844,34,3,3,3,2
89.250,0.875,-40.250,90.0000,136.763,34,3,3,3,2
89.500,1.125,-41.812,90.0000,138.403,34,3,3,3,2
89.313,1.125,-42.250,90.0000,138.862,34,3,3,3,2
89.188,1.000,-42.125,90.0000,138.731,34,3,3,3,2
88.750,0.750,-41.875,90.0000,138.469,34,3,3,3,2
88.625,0.688,-41.625,90.0000,138.206,34,3,3,3,2
88.438,0.500,-41.312,90.0000,137.878,34,3,3,3,2
88.500,0.438,-41.125,90.0000,137.681,34,3,3,3,2
88.375,0.438,-41.062,90.0000,137.616,34,3,3,3,2
88.125,0.312,-41.000,90.0000,137.550,34,3,3,3,2
88.125,0.187,-40.625,90.0000,137.156,34,3,3,3,2
88.250,-0.312,-39.125,90.0000,135.581,34,3,3,3,2
88.375,-0.750,-36.562,90.0000,132.891,34,3,3,3,2
88.688,-1.312,-33.750,90.0000,129.938,34,3,3,3,2
88.688,-1.375,-29.500,90.0000,125.475,34,3,3,3,2
88.750,-1.687,-25.750,90.0000,121.537,34,3,3,3,2
88.875,-1.750,-21.062,90.0000,116.616,34,3,3,3,2
88.938,-1.812,-18.062,90.0000,113.466,34,3,3,3,2
89.063,-1.937,-13.250,90.0000,108.413,34,3,3,3,2
89.500,-2.000,-7.375,90.0000,102.244,34,3,3,3,2
89.938,-2.062,-3.375,90.0000,98.044,34,3,3,3,2
89.938,-2.062,-0.813,90.0000,95.353,34,3,3,3,2
89.875,-2.062,-0.500,90.0000,95.025,34,3,3,3,2
89.938,-1.875,-0.500,90.0000,95.025,34,3,3,3,2
89.938,-1.875,-1.000,90.0000,95.550,34,3,3,3,2
89.750,-1.875,-1.625,90.0000,96.206,34,3,3,3,2
89.688,-2.000,-2.062,90.0000,96.666,34,3,3,3,2
89.688,-2.187,-2.500,90.0000,97.125,34,3,3,3,2
90.000,-2.062,-2.062,90.0000,96.666,34,3,3,3,2
90.313,-1.437,-1.062,90.0000,95.616,34,3,3,3,2
90.313,0.000,-1.062,90.0000,95.616,34,3,3,3,2
90.313,2.000,-0.938,90.0000,95.484,34,3,3,3,2
90.313,4.375,0.000,90.0000,94.500,34,3,3,3,2
90.500,8.750,-0.938,90.0000,95.484,34,3,3,3,2
90.938,12.812,-2.937,90.0000,97.584,34,3,3,3,2
91.063,15.875,-3.812,90.0000,98.503,34,3,3,3,2
91.563,17.812,-3.312,90.0000,97.978,34,3,3,3,2
92.313,20.062,-2.500,90.0000,97.125,34,3,3,3,2
93.188,22.375,-1.937,90.0000,96.534,34,3,3,3,2
93.375,22.125,-2.500,90.0000,97.125,34,3,3,3,2
94.813,21.875,-0.500,90.0000,95.025,34,3,3,3,2
94.625,21.250,1.500,90.0000,92.925,34,3,3,3,2
93.438,20.062,6.125,90.0000,88.069,34,3,3,3,2
92.000,19.187,8.125,90.0000,85.969,34,3,3,3,2
90.438,21.625,3.125,90.0000,91.219,34,3,3,3,2
90.750,24.500,1.062,90.0000,93.384,34,3,3,3,2
92.750,26.562,0.875,90.0000,93.581,34,3,3,3,2
93.313,28.187,0.250,90.0000,94.237,34,3,3,3,2
93.063,28.687,-0.250,90.0000,94.763,34,3,3,3,2
93.063,29.312,-0.500,90.0000,95.025,34,3,3,3,2
93.000,29.312,-0.500,90.0000,95.025,34,3,3,3,2
92.938,29.562,-0.688,90.0000,95.222,34,3,3,3,2
93.063,29.625,-1.000,90.0000,95.550,34,3,3,3,2
92.938,29.500,-1.062,90.0000,95.616,34,3,3,3,2
93.000,29.625,-1.000,90.0000,95.550,34,3,3,3,2
93.000,29.312,-0.875,90.0000,95.419,34,3,3,3,2
93.000,28.875,-0.688,90.0000,95.222,34,3,3,3,2
92.938,28.812,-0.750,90.0000,95.288,34,3,3,3,2
93.250,28.250,-0.125,90.0000,94.631,34,3,3,3,2
93.125,27.437,0.375,90.0000,94.106,34,3,3,3,2
93.000,27.000,0.250,90.0000,94.237,34,3,3,3,2
93.063,26.437,0.312,90.0000,94.172,34,3,3,3,2
93.063,25.250,0.500,90.0000,93.975,34,3,3,3,2
92.938,24.562,0.312,90.0000,94.172,34,3,3,3,2
92.813,23.812,0.250,90.0000,94.237,34,3,3,3,2
92.688,22.312,0.000,90.0000,94.500,34,3,3,3,2
92.688,20.562,0.000,90.0000,94.500,34,3,3,3,2
92.563,18.875,0.563,90.0000,93.909,34,3,3,3,2
92.375,17.562,0.625,90.0000,93.844,34,3,3,3,2
92.313,15.875,0.625,90.0000,93.844,34,3,3,3,2
92.250,13.062,0.875,90.0000,93.581,34,3,3,3,2
92.063,10.500,1.437,90.0000,92.991,34,3,3,3,2
92.188,9.000,1.750,90.0000,92.663,34,3,3,3,2
92.500,6.063,1.250,90.0000,93.187,34,3,3,3,2
92.563,3.562,1.062,90.0000,93.384,34,3,3,3,2
92.625,0.688,1.250,90.0000,93.187,34,3,3,3,2
92.375,-1.625,1.187,90.0000,93.253,34,3,3,3,2
91.938,-2.375,0.500,90.0000,93.975,34,3,3,3,2
91.875,-2.875,0.500,90.0000,93.975,34,3,3,3,2
91.813,-3.187,0.500,90.0000,93.975,34,3,3,3,2
91.625,-3.875,0.375,90.0000,94.106,34,3,3,3,2
91.688,-4.500,0.312,90.0000,94.172,34,3,3,3,2
91.813,-4.313,0.187,90.0000,94.303,34,3,3,3,2
91.875,-4.125,0.187,90.0000,94.303,34,3,3,3,2
91.875,-4.063,0.312,90.0000,94.172,34,3,3,3,2
91.688,-3.875,0.438,90.0000,94.041,34,3,3,3,2
91.625,-4.375,0.688,90.0000,93.778,34,3,3,3,2
91.438,-6.000,1.562,90.0000,92.859,34,3,3,3,2
91.938,-6.000,0.312,90.0000,94.172,34,3,3,3,2
92.000,-7.188,0.563,90.0000,93.909,34,3,3,3,2
92.188,-9.562,0.688,90.0000,93.778,34,3,3,3,2
92.625,-12.625,1.500,90.0000,92.925,34,3,3,3,2
93.375,-15.687,1.437,90.0000,92.991,34,3,3,3,2
93.750,-18.187,0.938,90.0000,93.516,34,3,3,3,2
92.938,-20.687,0.375,90.0000,94.106,34,3,3,3,2
92.063,-22.875,-0.750,90.0000,95.288,34,3,3,3,2
91.188,-25.375,-1.437,90.0000,96.009,34,3,3,3,2
90.438,-28.187,-1.312,90.0000,95.878,34,3,3,3,2
91.500,-30.375,-0.500,90.0000,95.025,34,3,3,3,2
92.563,-32.500,-0.563,90.0000,95.091,34,3,3,3,2
93.250,-35.562,-0.375,90.0000,94.894,34,3,3,3,2
92.813,-38.437,0.438,90.0000,94.041,34,3,3,3,2
92.375,-41.687,1.875,90.0000,92.531,34,3,3,3,2
93.313,-44.062,3.437,90.0000,90.891,34,3,3,3,2
94.563,-47.250,5.063,90.0000,89.184,34,3,3,3,2
95.938,-48.625,7.000,90.0000,87.150,34,3,3,3,2
96.375,-49.000,9.125,90.0000,84.919,34,3,3,3,2
97.000,-49.500,9.687,90.0000,84.328,34,3,3,3,2
98.375,-49.812,8.625,90.0000,85.444,34,3,3,3,2
98.750,-49.937,8.562,90.0000,85.509,34,3,3,3,2
99.000,-49.687,7.500,90.0000,86.625,34,3,3,3,2
98.438,-50.000,7.500,90.0000,86.625,34,3,3,3,2
98.313,-50.125,8.312,90.0000,85.772,34,3,3,3,2
98.875,-50.187,9.500,90.0000,84.525,34,3,3,3,2
99.125,-50.250,9.875,90.0000,84.131,34,3,3,3,2
99.125,-49.687,10.250,90.0000,83.737,34,3,3,3,2
99.125,-49.125,10.062,90.0000,83.934,34,3,3,3,2
99.125,-49.000,10.312,90.0000,83.672,34,3,3,3,2
99.688,-48.937,10.312,90.0000,83.672,34,3,3,3,2
99.688,-48.812,10.562,90.0000,83.409,34,3,3,3,2
99.688,-48.625,11.000,90.0000,82.950,34,3,3,3,2
99.500,-48.437,11.562,90.0000,82.359,34,3,3,3,2
99.375,-48.250,12.250,90.0000,81.638,34,3,3,3,2
99.313,-48.312,12.625,90.0000,81.244,34,3,3,3,2
99.438,-48.312,12.937,90.0000,80.916,34,3,3,3,2
99.563,-48.250,13.062,90.0000,80.784,34,3,3,3,2
99.563,-48.250,13.062,90.0000,80.784,34,3,3,3,2
99.563,-48.125,13.125,90.0000,80.719,34,3,3,3,2
99.500,-48.062,13.250,90.0000,80.587,34,3,3,3,2
99.563,-48.000,13.500,90.0000,80.325,34,3,3,3,2
99.500,-47.937,13.562,90.0000,80.259,34,3,3,3,2
99.500,-47.875,13.500,90.0000,80.325,34,3,3,3,2
99.188,-47.750,13.500,90.0000,80.325,34,3,3,3,2
98.438,-47.187,13.562,90.0000,80.259,34,3,3,3,2
98.000,-46.125,13.750,90.0000,80.063,34,3,3,3,2
98.563,-44.000,13.062,90.0000,80.784,34,3,3,3,2
98.375,-40.062,10.750,90.0000,83.212,34,3,3,3,2
98.500,-36.312,10.062,90.0000,83.934,34,3,3,3,2
98.688,-31.875,9.750,90.0000,84.263,34,3,3,3,2
98.625,-26.312,6.375,90.0000,87.806,34,3,3,3,2
98.500,-18.250,1.062,90.0000,93.384,34,3,3,3,2
99.875,-6.000,-1.250,90.0000,95.812,34,3,3,3,2
99.500,-2.000,-3.000,90.0000,97.650,34,3,3,3,3
99.688,0.250,-3.125,90.0000,97.781,34,3,3,3,3
100.000,1.812,-3.625,90.0000,98.306,34,3,3,3,3
100.375,0.688,-0.063,90.0000,94.566,34,3,3,3,3
102.125,-0.563,2.812,90.0000,91.547,34,3,3,3,3
105.875,-3.125,19.000,90.0000,74.550,34,3,3,3,3
110.063,-3.562,48.250,90.0000,43.837,34,3,3,3,3
109.125,0.000,75.813,90.0000,14.897,34,2,3,3,3
116.125,3.687,97.938,90.0000,0.000,34,2,3,3,3
125.000,6.438,112.813,90.0000,0.000,34,2,3,3,3
139.063,11.750,133.375,90.0000,0.000,34,2,3,3,3
282.062,10.750,147.688,90.0000,0.000,34,2,3,3,3
280.250,6.563,158.313,90.0000,0.000,34,2,3,3,3
280.937,-1.125,168.750,90.0000,0.000,34,2,3,3,3
277.062,-4.125,175.688,90.0000,0.000,34,2,3,3,3
276.500,-1.187,179.250,90.0000,0.000,34,2,3,3,3
272.875,-0.500,179.563,90.0000,0.000,34,2,3,3,3
268.500,-0.938,-179.750,90.0000,255.000,34,2,3,3,3
266.875,-2.437,-177.625,90.0000,255.000,34,3,3,3,3
262.437,-0.187,177.688,90.0000,0.000,34,3,3,3,3
264.687,-2.125,177.250,90.0000,0.000,34,3,3,3,3
264.500,-1.062,178.625,90.0000,0.000,34,3,3,3,3
261.562,0.375,177.250,90.0000,0.000,34,3,3,3,3
262.437,0.563,172.125,90.0000,0.000,34,3,3,3,3
262.437,0.875,170.875,90.0000,0.000,34,3,3,3,3
262.625,2.500,170.000,90.0000,0.000,34,3,3,3,3
261.500,4.875,172.750,90.0000,0.000,34,3,3,3,3
261.625,7.625,174.375,90.0000,0.000,34,3,3,3,3
261.500,9.250,173.375,90.0000,0.000,34,3,3,3,3
261.375,14.687,172.625,90.0000,0.000,34,3,3,3,3
261.250,21.875,174.688,90.0000,0.000,34,3,3,3,3
261.937,27.625,175.000,90.0000,0.000,34,3,3,3,3
263.250,34.062,174.188,90.0000,0.000,34,3,3,3,3
265.062,38.812,174.000,90.0000,0.000,34,3,3,3,3
266.375,41.562,172.313,90.0000,0.000,34,3,3,3,3
266.937,42.625,170.813,90.0000,0.000,34,3,3,3,3
266.750,43.812,170.375,90.0000,0.000,34,3,3,3,3
245.313,44.062,169.063,90.0000,0.000,34,3,3,3,3
246.875,45.125,169.563,90.0000,0.000,34,3,3,3,3
246.375,45.250,169.125,90.0000,0.000,34,3,3,3,3
245.125,45.000,168.938,90.0000,0.000,34,3,3,3,3
246.375,44.562,170.125,90.0000,0.000,34,3,3,3,3
247.063,44.687,170.688,90.0000,0.000,34,3,3,3,3
246.000,44.812,170.125,90.0000,0.000,34,3,3,3,3
245.688,44.250,170.313,90.0000,0.000,34,3,3,3,3
264.687,43.250,170.563,90.0000,0.000,34,3,3,3,3
264.437,41.937,171.000,90.0000,0.000,34,3,3,3,3
264.187,40.875,171.625,90.0000,0.000,34,3,3,3,3
264.000,37.375,172.875,90.0000,0.000,34,3,3,3,3
264.437,31.250,173.250,90.0000,0.000,34,3,3,3,3
265.562,22.000,172.313,90.0000,0.000,34,3,3,3,3
265.375,15.000,173.375,90.0000,0.000,34,3,3,3,3
265.437,9.250,177.188,90.0000,0.000,34,3,3,3,3
267.312,2.437,178.813,90.0000,0.000,34,3,3,3,3
267.875,-2.500,178.313,90.0000,0.000,34,3,3,3,3
267.937,-4.125,177.688,90.0000,0.000,34,3,3,3,3
267.375,-2.562,177.875,90.0000,0.000,34,3,3,3,3
266.812,-1.250,177.875,90.0000,0.000,34,3,3,3,3
266.875,-0.250,178.000,90.0000,0.000,34,3,3,3,3
266.937,-0.125,178.313,90.0000,0.000,34,3,3,3,3
267.875,-1.125,178.188,90.0000,0.000,34,3,3,3,3
267.750,-5.375,176.688,90.0000,0.000,34,3,3,3,3
265.375,-17.000,174.125,90.0000,0.000,34,3,3,3,3
265.312,-23.312,171.563,90.0000,0.000,34,3,3,3,3
265.875,-32.562,168.000,90.0000,0.000,34,3,3,3,3
266.625,-40.187,166.375,90.0000,0.000,34,3,3,3,3
288.625,-44.687,169.438,90.0000,0.000,34,3,3,3,3
284.687,-45.937,171.313,90.0000,0.000,34,3,3,3,3
282.125,-47.312,171.750,90.0000,0.000,34,3,3,3,3
281.250,-47.500,171.688,90.0000,0.000,34,3,3,3,3
279.937,-46.062,172.375,90.0000,0.000,34,3,3,3,3
265.375,-41.687,174.125,90.0000,0.000,34,3,3,3,3
265.500,-34.687,176.375,90.0000,0.000,34,3,3,3,3
266.937,-22.687,178.375,90.0000,0.000,34,3,3,3,3
267.375,-12.500,179.813,90.0000,0.000,34,3,3,3,3
266.562,-4.563,179.000,90.0000,0.000,34,3,3,3,3
267.812,-0.625,-179.938,90.0000,255.000,34,3,3,3,3
268.375,-0.438,179.938,90.0000,0.000,34,3,3,3,3
268.312,-0.875,-179.938,90.0000,255.000,34,3,3,3,3
268.000,-0.813,-179.000,90.0000,255.000,34,3,3,3,3
268.187,-0.375,-175.313,90.0000,255.000,34,3,3,3,3
267.250,1.500,-168.688,90.0000,255.000,34,3,3,3,3
265.937,3.562,-160.063,90.0000,255.000,34,3,3,3,3
265.375,4.625,-150.813,90.0000,252.853,34,3,3,3,3
264.125,5.625,-139.750,90.0000,241.237,34,3,3,3,3
66.813,6.063,-132.375,90.0000,233.494,34,3,3,3,3
67.313,5.750,-129.750,90.0000,230.737,34,3,3,3,3
71.750,4.438,-126.125,90.0000,226.931,34,3,3,3,3
73.125,3.875,-122.313,90.0000,222.928,34,3,3,3,3
72.063,4.000,-119.813,90.0000,220.303,34,3,3,3,3
72.375,3.750,-118.438,90.0000,218.859,34,3,3,3,3
73.688,2.875,-116.813,90.0000,217.153,34,3,3,3,3
75.125,2.562,-117.063,90.0000,217.416,34,3,3,3,3
76.875,2.375,-120.750,90.0000,221.287,34,3,3,3,3
81.625,0.688,-129.125,90.0000,230.081,34,3,3,3,3
264.687,-1.937,-139.000,90.0000,240.450,34,3,3,3,3
264.687,-2.250,-148.313,90.0000,250.228,34,3,3,3,3
266.000,-4.375,-155.375,90.0000,255.000,34,2,3,3,3
266.937,-5.563,-164.750,90.0000,255.000,34,2,3,3,3
269.000,-7.688,-176.125,90.0000,255.000,34,2,3,3,3
269.875,-7.375,176.688,90.0000,0.000,34,2,3,3,3
272.250,-8.937,170.688,90.0000,0.000,34,2,3,3,3
272.625,-8.250,173.313,90.0000,0.000,34,2,3,3,3
272.187,-7.500,176.125,90.0000,0.000,34,2,3,3,3
272.187,-7.875,176.938,90.0000,0.000,34,3,3,3,3
272.375,-7.875,178.625,90.0000,0.000,34,3,3,3,3
272.312,-7.875,179.438,90.0000,0.000,34,3,3,3,3
272.312,-7.875,179.938,90.0000,0.000,34,3,3,3,3
272.375,-7.813,-179.688,90.0000,255.000,34,3,3,3,3
272.187,-7.875,-179.875,90.0000,255.000,34,3,3,3,3
272.437,-7.688,177.625,90.0000,0.000,34,3,3,3,3
272.500,-8.062,174.125,90.0000,0.000,34,3,3,3,3
273.125,-8.375,167.938,90.0000,0.000,34,3,3,3,3
